PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Basin ID,KMeans Cluster,lon,lat
4.43586051676091,-2.7092148589800185,-3.230437758283108,0.6548234611964722,-0.29355816642060006,-0.20146404569260415,1.1400736670953593,-0.3576250720058374,AT000001,3,9.534835180274024,47.27374823144418
5.534915996138579,-3.130134264185089,-2.666449236691533,0.5016335094301727,-0.34868792033751655,1.2552164062783866,-0.1922578102256465,-1.5479755430408744,AT000002,3,9.913676603393986,47.08030125096045
4.119935119247469,-3.7420909337040986,-1.6641323152518888,0.127571214599479,0.006955219463881768,1.751901522451191,-0.49416356016074425,-1.9149166523684393,AT000003,3,9.847765104487962,47.13282061553542
6.154564375593929,-4.096747097772405,-2.9349636148422653,-0.24155392710379148,-0.6354290616261475,-0.5437740823942633,-0.8378621836392157,-0.18108343592473172,AT000004,3,10.06184292326845,47.1289938468501
5.8435848321595145,-4.164423281130402,-1.2489004526725414,-0.13148037354164457,-0.7548618010931869,-1.3415662382254665,0.46030750878811155,0.059994691848688705,AT000005,3,9.802668269683238,47.15077039253907
6.244900143679466,-3.290590015590969,-1.5489483034654998,-0.0288916519850205,-1.1925372051952339,-1.3348856666778857,-0.004870528913601782,0.025901696101239196,AT000006,3,9.875898173039696,47.22665760983288
4.8008230320064795,-3.123008603788785,-1.5102687577462424,-0.022303796897957095,-0.14126546542347243,0.3919547322307355,0.3779848865026332,-0.9729730436064978,AT000007,3,9.678850047090709,47.20030117815325
4.6217504295071725,-2.229140730065311,-1.3081338871389872,2.203082357511485,-0.23786670822466283,-0.6640101514351581,0.4212298297699012,-0.7509588324154154,AT000008,3,9.614203013427232,47.20597802326569
5.656120576895337,-2.731556432472444,-2.0955185019515237,0.22451716397473293,-0.14004375636133715,-0.36055246510964867,0.8486432780773503,-0.34126204237387026,AT000009,3,9.57887990736449,47.26036218689349
5.760746600192378,-1.8300876969476134,-1.5257377566030108,0.1070633110760725,-1.1597724929767113,-1.140981508284064,-0.536676025290652,0.2068337576194514,AT000010,3,9.728852687844174,47.25693310196152
3.631957623472243,1.1876017582915375,-0.8736219972945434,0.1479805959382097,1.3850703842975982,-0.8724717344468597,2.866377749604377,0.26808347231780516,AT000011,5,9.594132340232212,47.28368059809468
3.8470704227410804,1.0594026113389268,-1.366101915711424,0.4351156352019401,1.1349806151494906,-1.068253975246053,3.274364488303298,0.2531773935893388,AT000012,5,9.579266986787992,47.305659998829
4.603965345472646,-2.5064181628589153,-2.9949228657786655,0.5009567409943111,-0.18434715398889845,-0.27245908480797365,1.356321691590897,-0.2552621740661822,AT000013,3,9.662666351255508,47.45164359337278
5.7324746753463085,-0.5170741073093943,-0.567444411867988,-0.42846439169702927,-0.7256748168832783,-0.8659779541683084,-0.6616135680266658,1.0812964502720144,AT000014,3,9.761624791208078,47.39715226699644
5.120259947774853,1.895922715110181,0.21012732119924862,0.029514526794652444,-1.1132717955545481,-0.6902578405319943,-1.699528858090814,0.8586378865219474,AT000015,5,9.758942277874262,47.44747959137521
4.5941588114941485,0.6305777759399915,-0.5932122957449267,-0.132046305492373,0.050917941662687226,-0.523296994739152,0.7961470917044973,0.5955534356561835,AT000016,5,9.700322280118812,47.44774823959813
4.155275017204574,0.05613107927911604,-0.07094477925002135,1.326165538104804,-0.983450701885835,-0.7378125135442366,-1.0898900420919173,0.8347255694527329,AT000017,5,9.679071071692338,47.37243021846306
3.1612540922807146,0.6577550394244568,-0.48365111672941163,1.4666502946541367,-0.6116437693164871,-0.4452184775524434,0.3000201676864137,0.018791431004850995,AT000018,5,9.696239117090505,47.43453265934872
4.102226512983712,0.671824527314239,-0.6547040129670569,0.6483385916081102,-0.09767374812836534,-0.5577920469587629,0.7807602995428362,0.36020260117776376,AT000019,5,9.681772779822028,47.46273602721173
